file,course,source,start,end,text
143.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:00,2:22,let me summarize an antisymmetric relation is a relation where whenever a b is present then definitely b a is not present unless a is equal to b i am simply stating a very simple definition think about it it will be very clear to you
144.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:27,let us now see some problems on the transitive relation consider a relation on the set of integers as a b such that a b so what are the elements in r these will be the elements so let me tell in general r has the elements a a so all elements are of this type
144.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:27,0:46,now is this a transitive relation this relation is definitely symmetric ill leave it to you to just observe that let me see if it is a transitive relation if a b belongs to r and b c belongs to r we should check if a c belongs to r
144.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:46,1:20,now belongs to r belongs to r but does belong to r definitely no because which is not and hence does not belong to r and hence this relation is not transitive ill now be taking up a slightly nontrivial example consider this relation a b such that sin a sin b the trigonometric function sine
144.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:20,1:42,please concentrate and dont worry you can pause the video and watch it several times so what would be the elements in this relation we have to pick those real numbers a and b such that sin a sin b let me take for simplicity sin is and we know
144.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:42,2:11,that sin is also and hence belongs to r also belongs to r in general any n will belong to r because sin n is but let us see sin is sine is and hence n does not belong to r so let us assume that a b belongs to r b
144.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:11,2:33,c belongs to r so this implies sin a sin b and sin b sin c if sin a sin b it means a b belongs to r and similarly b c belongs to r now by this relation sin a sin c and hence a c belongs to r therefore the relation is transitive
144.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:33,2:48,ill leave it as an exercise to you people to check if this relation is reflexive and symmetric if you remember we have solved some problems so you must be able to do this quickly let us now see a few problems where we can check if the relations are antisymmetric
144.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:48,3:18,consider a relation r on a set of natural numbers r is given to be n n such that n belongs to natural numbers now let me write down the elements in r r is going to have elements such has and so on observe carefully belongs to r but definitely does not belong to
144.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:18,3:45,r because if you consider n as then you cannot have n as it should be here and hence does not belong to r if belongs to r does not belong to r you see if a b belongs to r b a does not belong to r then this relation is said to be antisymmetric here n
144.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:45,4:12,n belongs to r and n n does not belong to r and hence this relation is antisymmetric let me mention something very important here antisymmetric is not the same as not symmetric often these words are confused antisymmetric is thought of as not symmetric but it is not the case in mathematics let us see how ill give you a simple
144.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,4:12,4:43,example let the set a be equal to and let r be this relation this relation is not symmetric definitely you must be guessing by now because is there but isnt there here but this relation is not antisymmetric as well why and both are there in r and hence its not antisymmetric so antisymmetric is different from not symmetric
145.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:34,now that we saw a couple of examples of antisymmetric relations i am sure it is very clear to you people let me go ahead and make a few observations about antisymmetric relations first observation let me look at the graphical representation of an antisymmetric relation how does it look like so whenever a b is present b a is not present which means a
145.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:34,1:05,b is present means there is an arrow starting from a going to b whenever there is an arrow from one node to another node the other way arrow is strictly missing thats what we mean by an antisymmetric relation however there can be loops you see a a can be present but whenever a b is present b a cannot be present just in case b
